product_title,product_vendor,product_type,variant_sku,net_quantity,gross_sales,discounts,returns,net_sales,taxes,total_sales
"L'Oreal Paris Pure Clay Brightening Yuzu Lemon Face Mask, Yellow 50 ml",L'Oreal CPD,L'Oreal Paris Skincare,3.60052E+12,1,979,0,0,979,0,979
"NYX Professional Makeup Makeup Setting Spray Matte, 60 Ml",L'Oreal CPD,NYX Professional Makeup,8.00898E+11,658,625941.35,-11882.51,0,614058.84,0,614058.84
L'Oreal Paris- Color Riche Matte Lipstick 248 Flatter Me Nude,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,1,825,0,0,825,0,825
Nyx Professional Makeup- Soft Matte Lip Cream Montreal,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,77,48356.5,-249.74,0,48106.76,0,48106.76
LOreal Paris- Infallible Shaping Stick Highlighter 502 Gold is Cold,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,5037.6,0,0,5037.6,0,5037.6
Maybelline New York- Instant Age Rewind Eraser - Dark Cicles Concealer + Treatment - 110 Fair,L'Oreal CPD,Maybelline New York,6.9024E+12,228,238141.25,-2325.64,0,235815.61,0,235815.61
Garnier- Skin Active Micellar Makeup Cleansing Water 125 ml,L'Oreal CPD,Garnier,6.92882E+12,412,105328.9,-2000.79,0,103328.11,0,103328.11
Maybelline New York- Instant Age Rewind Eraser - Dark Cicles Concealer Treatment - 122 Sand,L'Oreal CPD,Maybelline New York,6.9024E+12,243,240957.7,-2663.91,0,238293.79,0,238293.79
"NYX Professional Makeup- Soft Matte Lip Cream - 09 Abu Dhabi, 8 ml",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,194,134817.15,-1245.27,0,133571.88,0,133571.88
Maybelline New York- Tattoo Liner Gel Pencil - 900 Deep On,L'Oreal CPD,Maybelline New York,3.60053E+12,43,27474.5,-84,0,27390.5,0,27390.5
Garnier Men Acno Fight Face Wash 50 ml,L'Oreal CPD,G-Men,8.964E+12,77,12258.4,-374.62,0,11883.78,0,11883.78
L'Oreal Paris White Perfect Milky Foam Face Wash 100 ml - For Brighter Skin,L'Oreal CPD,L'Oreal Paris Skincare,3.61034E+12,5,1639,0,0,1639,0,1639
LOreal Paris- Les Macarons Ultra Matte Liquid Lipstick- 828 Framboise Frenzy,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,1,1624.35,0,0,1624.35,0,1624.35
Maybelline New York- Tattoo Liner Eyeliner 910 Bold Brown,L'Oreal CPD,Maybelline New York,3.60053E+12,32,20694.5,-84,0,20610.5,0,20610.5
"NYX Professional Makeup- Can't Stop Won't Stop Full Coverage Foundation - Beige, Medium With Yellow Undertone",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,1819,0,0,1819,0,1819
L'Oreal Professionnel- Pro Longer Free Liss Serum Promo,L'Oreal CPD,L'Oreal Professionnel,BGR000021,3,17625,0,0,17625,0,17625
Maybelline New York- Facestudio Strobing Stick Illuminating Highlighter - Nude,L'Oreal CPD,Maybelline New York,6.9024E+12,2,1798.8,0,0,1798.8,0,1798.8
Twin Pack: Garnier- Skin Active Micellar Makeup Cleansing Water Vitamin C 125 ml,L'Oreal CPD,Garnier,8.964E+12,5,2913.2,0,0,2913.2,0,2913.2
NYX Professional Makeup- Soft Matte Lip Cream - 03 Tokyo,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,524.5,0,0,524.5,0,524.5
L'Oreal Paris- Infaillible Les Macarons Lipstick 834 Infinite Spice,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,2,2998.8,0,0,2998.8,0,2998.8
L'Oreal Paris-Matte Signature Liquid Eyeliner 04 Emeraude,L'Oreal CPD,L'Oreal Paris Makeup,30175259,7,8509.3,0,0,8509.3,0,8509.3
L'Oreal- Paris Hyaluron Expert 24Hr Replumping Moisturizing Tissue Mask,L'Oreal CPD,L'Oreal Paris Skincare,3.60052E+12,2,768.6,0,0,768.6,0,768.6
Maybelline New York Fit Me Mono Blush Pink 4.5 gm,L'Oreal CPD,Maybelline New York,6.9024E+12,251,156991.25,-3735,-2032.8,151223.45,0,151223.45
Garnier Color Naturals - 5 Light Brown Hair Color,L'Oreal CPD,Garnier CN,8.964E+12,7,3322.5,-239.41,0,3083.09,0,3083.09
L'Oreal Paris Revitalift Classic Eye Cream 15 ML - Anti-Aging,L'Oreal CPD,LOMU,3.60052E+12,1,1259.3,0,0,1259.3,0,1259.3
Maybelline New York- Baby Lips Anti Oxidant Berry,L'Oreal CPD,Maybelline New York,6.9024E+12,146,41163.7,-2844.81,-4050,34268.89,0,34268.89
NYX Professional Makeup- Soft Matte Lip Cream 20 Copenhagen,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,3,2202,0,0,2202,0,2202
Buy 2 Black Algae Tissue Mask & Get 1 FREE,L'Oreal CPD,Garnier,8.964E+12,1,785,0,0,785,0,785
L'Oreal Paris- Glow Mon Amour Highlighting Drops -  02 Loving Peach,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,1500,-210,0,1290,0,1290
NYX Professional Makeup- Be Gone Makeup Remover Wipes - 01,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,8,5396,0,0,5396,0,5396
L'Oreal Paris- Color Riche Matte Lipstick 247 Hinted Blush,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,3,2804.3,-115.5,0,2688.8,0,2688.8
"L'Oreal Paris- True Match Liquid Foundation, 2n Vanilla",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,9,17847.9,0,0,17847.9,0,17847.9
"NYX Professional Makeup- Soft Matte Lip Cream - San Diego, 8 Ml",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,-2,0,0,-1132.92,-1132.92,0,-1132.92
LOreal Paris- Infallible Mattifying Primer Base - 35 ml,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,23,31620.15,-2124.15,0,29496,0,29496
Maybelline New York Fit Me- 225 Medium Buff - 1 fl. oz. (30 ml),L'Oreal CPD,Maybelline New York,6.9024E+12,9,7904,0,0,7904,0,7904
L'Oreal- Paris Casting Creme Gloss - 600 Dark Blonde Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,13,16227.6,-543.66,0,15683.94,0,15683.94
NYX Professional Makeup- Soft Matte Lip Cream 27 Madrid,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,1,734,0,0,734,0,734
Buy 2  Sakura Tissue Mask & Get 1 FREE,L'Oreal CPD,Garnier,8.964E+12,3,2355,-109.9,0,2245.1,0,2245.1
Maybelline New York- Baby Skin Instant Pore Eraser Primer 0.67 fl. oz.,L'Oreal CPD,Maybelline New York,3.60053E+12,2019,1734861.65,-27151.14,-378239,1329471.51,0,1329471.51
Nyx Professional Makeup Lingerie Push Up Lipstick 17 Seduction,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,-2,0,0,-2218.8,-2218.8,0,-2218.8
Garnier- Skin Active 3-in-1 Charcoal Blackhead Face Wash Mask Scrub 100ml,L'Oreal CPD,Garnier,3.61034E+12,51,12527.45,0,0,12527.45,0,12527.45
Maybelline New York- Fit Me Matte + Poreless Liquid Foundation SPF 22 - 332 Golden Caramel 30ml - For Normal to Oily Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,1,850,0,0,850,0,850
L'Oreal Paris Voluminous Lash Paradise Waterproof Mascara - Black,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,4,4619,-498.2,0,4120.8,0,4120.8
L'Oreal Paris White Perfect Day Cream 50 ml - For Brighter Skin,L'Oreal CPD,L'Oreal Paris,8.9923E+12,52,55000.75,-493.72,0,54507.03,0,54507.03
LOreal Paris- Matte Signature Liquid Eyeliner 05 Burgundy,L'Oreal CPD,L'Oreal Paris Makeup,30175266,1,1379,0,0,1379,0,1379
Garnier- Skin Active Light Complete Face Wash 25 ml - For Brighter Skin,L'Oreal CPD,Garnier,3.61034E+12,127,9318.2,-149.84,-447.9,8720.46,0,8720.46
NYX Professional Makeup Liquid Lipstick Lip Lingerie 04 Ruffle Trim,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,15,19410.9,0,0,19410.9,0,19410.9
Maybelline New York Fit Me Liquid Foundation Matte & Poreless Tube 115 Ivory 18 ml,L'Oreal CPD,Maybelline New York,6.9024E+12,280,136072.9,-2283.56,-1038,132751.34,0,132751.34
Maybelline New York- Superstay 24H Full Coverage Liquid Foundation 112 Natural Ivory 30ml,L'Oreal CPD,Maybelline New York,6.9024E+12,65,92420.9,-321.8,0,92099.1,0,92099.1
Maybelline New York- SuperStay Ink Crayon Lipstick 55 Keep It fun,L'Oreal CPD,Maybelline New York,6.9024E+12,22,23482.85,-223.29,0,23259.56,0,23259.56
Maybelline New York- Baby Lips Candy Wow Lip Balm Peach,L'Oreal CPD,Maybelline New York,6.9024E+12,2,658.8,0,0,658.8,0,658.8
Maybelline New York- Superstay 24H Full Coverage Liquid Foundation 10 Ivory 30ml,L'Oreal CPD,Maybelline New York,6.9024E+12,60,87970.75,-1468.78,-15754.15,70747.82,0,70747.82
Maybelline New York- Fit Me Dewy+Smooth Liquid Foundation 128- 30ml,L'Oreal CPD,Maybelline New York,6.9024E+12,105,100780.2,-3601.3,0,97178.9,0,97178.9
L'Oreal Paris White Perfect Night Cream 50 ml - For Brighter Skin,L'Oreal CPD,LOMU,8.99138E+12,5,5247.2,0,0,5247.2,0,5247.2
Garnier -Skin Active Micellar Makeup Cleansing Water Vitamin C 400 ml - With FREE Cotton Pads & Pouch,L'Oreal CPD,Garnier,8.964E+12,21,18373,-205.38,-11114.1,7053.52,0,7053.52
Maybelline New York Lipstick SuperStay Ink Crayon 65 Settle For More,L'Oreal CPD,Maybelline New York,6.9024E+12,22,18219.55,-1198.85,0,17020.7,0,17020.7
Maybelline New York Fit Me Matte and Poreless Foundation 112 Soft Beige,L'Oreal CPD,Maybelline New York,3.60053E+12,37,40615,-356.8,-3400,36858.2,0,36858.2
Maybelline New York- Fit Me Blush Coral 0.16 fl oz.,L'Oreal CPD,Maybelline New York,6.9024E+12,79,47992,-1077,0,46915,0,46915
NYX Professional Makeup- Angel Veil Skin Perfecting Primer,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,22,38465.7,-3567.49,0,34898.21,0,34898.21
Maybelline New York Fit Me Matte + Poreless Foundation 122 Creamy Beige 30 ml,L'Oreal CPD,Maybelline New York,3.60053E+12,43,39769.3,0,0,39769.3,0,39769.3
Maybelline New York- Fit Me Dewy & Smooth Primer,L'Oreal CPD,Maybelline New York,6.9024E+12,38,36952,-6578.79,-2250,28123.21,0,28123.21
"L'Oreal Paris- Infallible 24h Liquid Foundation, 140 Golden Beige",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,2659,0,0,2659,0,2659
"NYX Professional Makeup- Concealer Wand, Sand Beige",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,10,6693.3,0,0,6693.3,0,6693.3
"L'Oreal Paris- Color Riche Matte Addiction Lipstick - 0.17 oz., Brick Vintage",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,8,8246.5,-4732.7,0,3513.8,0,3513.8
LOreal Paris- Color Riche Moisture Matte Lipstick 239 Coral Veritable,L'Oreal CPD,LOreal Paris Makeup,6.9024E+12,1,1154,0,0,1154,0,1154
L'Oreal Paris Revitalift Classic Night Cream 50 ML - Anti-Aging,L'Oreal CPD,L'Oreal Paris,3.60052E+12,42,50111.2,-237.8,0,49873.4,0,49873.4
NYX Professional Makeup- Can't Stop Won't Stop Foundation 07 Natural,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,8,12473.9,0,0,12473.9,0,12473.9
"Maybelline New York- Lasting Fix Spray, 60ml",L'Oreal CPD,Maybelline New York,3.60053E+12,10,4194,0,0,4194,0,4194
L'Oreal Paris Elvive Color Protect Conditioner 175 ml - For Colored Hair,L'Oreal CPD,Bundle,3.61034E+12,10,2456.5,-152.63,0,2303.87,0,2303.87
Garnier Color Naturals - 6.1 Dark Ash Blonde Hair Color,L'Oreal CPD,Garnier,3.61034E+12,1,412,0,0,412,0,412
Garnier- Skin Active Micellar Makeup Cleansing Water Vitamin C 125 ml - With FREE Cotton Pads,L'Oreal CPD,Garnier,8.964E+12,98,28928.2,-465.12,-319.2,28143.88,0,28143.88
NYX Professional Makeup- Eyebrow Cake Powder 05 Brunette,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,3,2628,0,0,2628,0,2628
L'Oreal- Paris Excellence Creme - 7.7 Honey Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,3,3822,0,0,3822,0,3822
L'Oreal Paris Excellence Creme - 7.7 Honey Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,-4,0,0,-5096,-5096,0,-5096
"LOreal Paris- Infallible 24H Fresh Wear Liquid Foundation - 30 ml, 200 Golden Sand",L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,1,2469.35,-345.71,0,2123.64,0,2123.64
"L'Oreal Paris- 1.5% Hyaluronic Acid Serum, 30 ml - With Free Hyaluron Expert Tissue Mask",L'Oreal CPD,Bundle,MZ801,-1,0,0,-2499,-2499,0,-2499
Maybelline New York- The Colossal Kajal Argan Oil Pencil 02 Extra Black,L'Oreal CPD,Maybelline New York,3.60053E+12,340,106291.2,-1349.23,-313.23,104628.74,0,104628.74
LOreal Paris- Color Riche Naked Tans 656 Beige in the City,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,2,1814.4,0,0,1814.4,0,1814.4
L'Oreal Paris Elvive Dream Long Shampoo 360 ml - For Longer & Stronger Hair,L'Oreal CPD,L'Oreal Paris Haircare,3.61034E+12,15,4710,0,0,4710,0,4710
L'Oreal Paris- Infallible 24H Matte Cover Liquid Foundation - 97 Light Sand,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,3,3000,0,0,3000,0,3000
L'Oreal Paris- Infallible Gel Crayon - 01 Back to Black,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,2719,0,0,2719,0,2719
L'Oreal Paris- Glow Mon Amour Highlighting Drops - 01 Sparkling Love,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,10,16198.6,0,0,16198.6,0,16198.6
Garnier- Skin Active Micellar Makeup Cleansing Water in Oil 100 ml,L'Oreal CPD,Garnier,3.60054E+12,64,22578,-1169.78,0,21408.22,0,21408.22
"L'Oreal Paris- True Match Liquid Foundation, 5W Golden Sand",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,1750,0,0,1750,0,1750
LOreal Paris- Infallible Shaping Stick Foundation 210 Cappuccino,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,4,4800,0,0,4800,0,4800
LOreal Paris- Rouge Signature 112 Achieve,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,7,9498,0,0,9498,0,9498
L'Oreal Paris Micellar Water Makeup Remover 400 ml,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,32,17492.8,-57.44,0,17435.36,0,17435.36
"L'Oreal Paris Pure Clay Anti-Blemish Marine Algae Face Mask, Blue 50 ml",L'Oreal CPD,LOMU,3.60052E+12,4,3916,0,0,3916,0,3916
L'Oreal Paris Micellar Water Makeup Remover 400 ml,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,4,2797.2,0,0,2797.2,0,2797.2
L'Oreal Paris Revitalift Classic Night Cream 50 ML - Anti-Aging,L'Oreal CPD,LOMU,3.60052E+12,15,17839.5,0,0,17839.5,0,17839.5
LOreal Paris- Rouge Signature 116 Explore,L'Oreal CPD,LOreal Paris Makeup,6.9024E+12,2,3498.6,-1749.3,0,1749.3,0,1749.3
"L'Oreal Paris- Lucent Magique Touch Strobing Stick, 1.7ml",L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,1,1139,0,0,1139,0,1139
LOreal Paris-  Color Riche Star 24K Gold Lipstick R601 Rouge Gold,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,2,1814,0,0,1814,0,1814
L'Oreal- Paris Excellence Creme - 8 Light Blonde Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,2,2548,0,0,2548,0,2548
Maybelline New York Color Sensational Creamy Matte Lipstick 660 Touch of spice,L'Oreal CPD,Maybelline New York,6.9024E+12,-3,0,0,-1258.2,-1258.2,0,-1258.2
"Garnier- Skin Active Hydra Bomb Sakura Tissue Face Mask, Hydrating and Glow Boosting  32g",L'Oreal CPD,Garnier Skincare,6.9237E+12,24,6092.7,0,0,6092.7,0,6092.7
LOreal Paris- Infallible Primer 03 Glorifier (AntiFatigue),L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,1679.3,0,0,1679.3,0,1679.3
L'Oreal Paris- Men Expert- BOGO Offer 3,L'Oreal CPD,Bundle,BGR000014,11,12089,-307.72,0,11781.28,0,11781.28
Maybelline New York- Falsies Waterproof Lash Lift Mascara,L'Oreal CPD,Maybelline New York,6.9024E+12,476,436874.65,-9705.7,-800,426368.95,0,426368.95
L'Oreal Paris- Buy 1.5% Hyaluronic Acid Serum & Get a The Karachi Company Candle FREE,L'Oreal CPD,Bundle CPD,bd8894,9,17991,0,0,17991,0,17991
Maybelline New York Instant Age Rewind Eraser Dark Circles Concealer Treatment 120 Light,L'Oreal CPD,Maybelline New York,6.9024E+12,399,426597.35,-3849.37,0,422747.98,0,422747.98
LOreal Paris- Color Riche Matte Addiction Lipstick - 349 Cherry Front Row,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,2,1650,0,0,1650,0,1650
L'Oreal Paris- Color Riche Naked Tans 658 Topless,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,825,0,0,825,0,825
L'Oreal Paris- Buy 1.5% Hyaluronic Acid Serum & Get a The Karachi Company Candle FREE,L'Oreal CPD,CPD Bundle,bd8894,1,1999,0,0,1999,0,1999
L'Oreal Paris Elvive Keratin Straight 72H Conditioner 175 ml - For Straight Smooth Hair,L'Oreal CPD,Bundle CPD,3.61034E+12,22,5404.3,0,0,5404.3,0,5404.3
L'Oreal Paris- Gold Mirage Shine Eyeshadow. 04 Tiger Eye,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,4,4084,0,0,4084,0,4084
"Maybelline New York- Superstay 24H Full Coverage Liquid Foundation - 128 Warm Nude, 30ml",L'Oreal CPD,Maybelline New York,6.9024E+12,91,112220.7,-597.8,0,111622.9,0,111622.9
L'Oreal Paris Revitalift Classic Day Cream 50 ML - Anti-Aging,L'Oreal CPD,L'Oreal Paris Skincare,3.60052E+12,1,1189.3,0,0,1189.3,0,1189.3
LOreal Paris- Color Riche Naked Tans 658 Topless,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,5,4453,0,0,4453,0,4453
LOreal Paris- Color Riche Matte Lipstick 248 Flatter Me Nude,L'Oreal CPD,LOreal Paris Makeup,6.9024E+12,4,4616.9,-161.6,0,4455.3,0,4455.3
L'Oreal- Paris Hyaluron Expert Replumping Moisturizing Night Cream 50 ml,L'Oreal CPD,L'Oreal Paris Skincare,3.60052E+12,26,24822,0,0,24822,0,24822
NYX Professional Makeup- Liquid Lipstick Lip Lingerie - 11 Baby Doll,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,15,11271.5,0,0,11271.5,0,11271.5
L'Oreal- Paris Hyaluron Expert Replumping Moisturizing Night Cream 50 ml,L'Oreal CPD,LOMU,3.60052E+12,10,9443,0,0,9443,0,9443
NYX Professional Makeup- Total Control Drop Foundation - Beige,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,5,8366.3,-1889,0,6477.3,0,6477.3
"NYX Professional Makeup- Can't Stop Won't Stop Contour Concealer- Beige, 3.50 Ml",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,5,4317,-111.93,0,4205.07,0,4205.07
L'Oreal Paris- Men Expert- BOGO Offer 2,L'Oreal CPD,Bundle,BGR000013,4,5196,0,0,5196,0,5196
L'Oreal Professionnel- Vitamino Mythic Oil Free Bundle,L'Oreal CPD,L'Oreal Professionnel,BGR000029,19,111625,0,0,111625,0,111625
Garnier Color Naturals - 7.1 Ash Blonde Hair Color,L'Oreal CPD,Garnier,3.61034E+12,1,412,0,0,412,0,412
Maybelline New York- The Colossal 100% Black Mascara,L'Oreal CPD,Maybelline New York,30079847,183,97808.35,-2372.99,-1478,93957.36,0,93957.36
L'Oreal Paris- Haircare Gala - Keratin Straight Bundle 1,L'Oreal CPD,LOSC,bd88380,-2,0,0,-1998,-1998,0,-1998
NYX Professional Makeup Liquid Lipstick Lip Lingerie 03 Lace Detail,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,1,665.4,0,0,665.4,0,665.4
Garnier- Skin Active Light Complete Day Cream 20ml - For Brighter Skin,L'Oreal CPD,Garnier,3.61034E+12,8,603.9,0,0,603.9,0,603.9
NYX Professional Makeup- Powder Puff Lippie Lip Cream - Prank Call,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,8,10343.35,-2518,-1079.4,6745.95,0,6745.95
NYX Professional Makeup Vinyl Liquid Eyeliner 01 Black,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,71,62353.6,-104.93,0,62248.67,0,62248.67
LOreal Paris- Infaillible Les Macarons Lipstick 834 Infinite Spice,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,5,6749,0,0,6749,0,6749
Maybelline New York Instant Age Rewind Eraser Dark Circles Concealer Treatment 142 Butterscotch,L'Oreal CPD,Maybelline New York,6.9024E+12,20,20780.05,-251.8,0,20528.25,0,20528.25
Garnier- Skin Active Light Complete Face Wash 50 ml - For Brighter Skin,L'Oreal CPD,Garnier Skincare,3.61034E+12,11,1162.7,0,0,1162.7,0,1162.7
NYX Professional Makeup Liquid Suede Cream Lipstick 03 Cherry Skies,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,25,19660,-1006.8,0,18653.2,0,18653.2
"NYX- Cosmetics Powder Blush, Mocha, 0.14-Ounce",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,1119,0,0,1119,0,1119
L'Oreal Paris- Infallible Shaping Stick Highlighter 502 Gold is Cold,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,1200,0,0,1200,0,1200
Maybelline New York- Sensational Liquid Matte Lipstick - 05 Keep It Mellow,L'Oreal CPD,Maybelline New York,6.9024E+12,31,14943.4,0,0,14943.4,0,14943.4
Maybelline New York Fit Me Luminous + Smooth Foundation 120 Classic Ivory 30 ml,L'Oreal CPD,Maybelline New York,3.60053E+12,109,109266.65,-2290.84,-850,106125.81,0,106125.81
L'Oreal Paris Excellence Creme Intense - 5.5 Mahogany Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.06138E+12,-8,0,0,-9817,-9817,0,-9817
L'Oreal Paris- Dream Long Bundlle + Free Gift,L'Oreal CPD,L'Oreal Paris,Bw1142,-1,0,0,-1676,-1676,0,-1676
Maybelline New York- Clearsmooth All In One Two Way Cake 03 Natural (Refill),L'Oreal CPD,Maybelline New York,8.9923E+12,77,38559.3,-416.1,0,38143.2,0,38143.2
Garnier- Light Complete Vitamin C Booster Serum 30 ML,L'Oreal CPD,Garnier Skincare,8.99499E+12,47,52513,-1259,0,51254,0,51254
L'Oreal Paris- Infallible Les Macarons 820 - Praline,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,2,2500,-175,0,2325,0,2325
NYX Professional Makeup- Soft Matte Lip Cream 04 London 8 ml,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,14,9019.9,0,-734,8285.9,0,8285.9
"L'Oreal Paris- Blue Le Blush- 160 Peach, 5g",L'Oreal CPD,Bundle,bgww4222,1,1819.3,0,0,1819.3,0,1819.3
Maybelline New York- Color Sensational Creamy Matte Lipstick - 660 Touch of Spice,L'Oreal CPD,Maybelline New York,41554429893,42,32540.15,-503.85,0,32036.3,0,32036.3
LOreal Paris- Les Chocolats Ultra Matte Liquid Lipstick 864 Tasty Ruby,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,1,1250,0,0,1250,0,1250
Garnier Men Power White Super Duo Foam 50 ml - For Brighter Skin,L'Oreal CPD,G-Men,8.9923E+12,6,1524.9,0,0,1524.9,0,1524.9
Maybelline New York Instant Age Rewind Eraser Dark Circles Concealer Treatment 150 Neutralizer,L'Oreal CPD,Maybelline New York,41554267198,4,5037.2,0,0,5037.2,0,5037.2
Garnier Men Power Light Face Wash 100 Ml,L'Oreal CPD,G-Men,8.964E+12,50,12971.2,-195.08,0,12776.12,0,12776.12
Garnier- Skin Active Light Complete Tissue Face Mask - For Brighter Skin,L'Oreal CPD,Garnier,6.9237E+12,590,133923.2,-1745.64,-5464.2,126713.36,0,126713.36
"LOreal Paris- Air Mascara, 0.3 Fl Oz",L'Oreal CPD,L'Oreal Paris Makeup,30179493,122,121103.55,-4339.75,0,116763.8,0,116763.8
Maybelline New York- Sensational Liquid Matte Lipstick - 02 Soft Wine,L'Oreal CPD,Maybelline New York,6.9024E+12,210,97956,-1362.87,-1038,95555.13,0,95555.13
LOreal Paris- Color Riche Matte Lipstick 247 Hinted Blush,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,7,6351,0,0,6351,0,6351
Keratin Straight Hair Bundle 1,L'Oreal CPD,L'Oreal Paris,BGR000017,3,4497,0,0,4497,0,4497
LOreal Paris- Gold Mirage Shine Eyeshadow 02 Pink Quartz,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,2,1900,0,0,1900,0,1900
NYX Professional Makeup- Butter Lipstick - Fun Size,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,1,1258,0,-629,629,0,629
NYX Professional Makeup- Can't Stop Won't Stop Concealer Golden Honey 3.50 Ml,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,959.4,0,0,959.4,0,959.4
Garnier Color Naturals - 7 Blonde Hair Color,L'Oreal CPD,Garnier CN,3.60054E+12,13,6231.15,-494.1,0,5737.05,0,5737.05
NYX Professional Makeup- Jumbo Eye Pencil - 630 Cashmere,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,2,1098.9,0,0,1098.9,0,1098.9
Maybelline New York- New Fit Me Matte + Poreless Liquid Foundation SPF 22 - 228 Soft Tan 30ml - For Normal to Oily Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,17,17924.5,-2497.25,0,15427.25,0,15427.25
L'Oreal Paris- Super Liner Black Lacquer Liquid Eyeliner,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,-8,2518,0,-11647.45,-9129.45,0,-9129.45
Maybelline New York Fit Me Luminous + Smooth Foundation 130 Buff Beige 30 ml,L'Oreal CPD,Maybelline New York,3.60053E+12,76,71812.7,0,-2550,69262.7,0,69262.7
L'Oreal- Paris Casting Creme Gloss - 200 Deep Black Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,2,2398,-239.8,0,2158.2,0,2158.2
LOreal Paris- Infallible Magic Setting Loose Powder 01 Translucent,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,7,13997.3,0,0,13997.3,0,13997.3
L'Oreal Paris- Clinically Proven Lash Serum,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,8,13335,-230,-2184.5,10920.5,0,10920.5
Maybelline New York- Fit Me Poreless Powder 330 Toffee,L'Oreal CPD,Maybelline New York,8.9923E+12,13,9178,0,0,9178,0,9178
LOreal Paris Infallible 24H Matte Cover Liquid Foundation - 175 Sand,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,8,8598.2,-1199.4,0,7398.8,0,7398.8
Maybelline New York- 24H Superstay Full Coverage Powder Foundation- 115 Ivory- 6gm,L'Oreal CPD,Maybelline New York,6.9024E+12,108,113017.15,-690.83,-6300,106026.32,0,106026.32
